2.5936322590769287 7.398519128952529 
9.701122207617985 12.354941915302172 
6.672210573329563 2.574101049919043 
0.44097620495304024 5.353067867910791 
12.75195795885707 10.527612929208471 
16.40748183869748 1.293674282290246 
13.213296659234114 9.844667218079094 
0.96232897404986 12.167755925666308 
0.16679401470473254 5.509823216719573 
11.90351997012285 0.3145530216801795 
2.6099389216569797 0.250975347111442 
11.3148544567177 3.297753241904654 
5.303341893834698 5.519912123335336 
6.6824955505049175 3.06247570582769 
13.091359597720544 8.905341162413642 
2.9062385431699695 12.222433931037962 
10.69878117003351 10.92859129215222 
2.2178970948934995 9.63069137150123 
8.491833298956085 1.9918439851814194 
0.5033104699396997 7.751228233528626 
14.504247101790416 0.5115446341434035 
17.779387780252545 3.361179697248551 
1.3612667593170484 1.1569902203820954 
17.61704786349839 8.137011045167977 
6.2494656851145844 5.534772851027899 
12.187020126754685 12.993419046866716 
18.090132688930783 2.398218996106892 
12.094899744538598 0.093883218139725 
20.968590069641156 4.544978777907139 
15.591726910306615 0.3268428118276291 
0.7949811077432817 6.762410158600834 
11.617955847641959 0.25089186370974625 
4.787116642907174 5.1673956128431024 
4.335546217579531 9.025014765804098 
8.882176440816439 4.16257549695442 
2.2065805686138917 1.8511496820081668 
4.925099640320563 8.245825584468864 
0.7808633142797683 3.723905455794148 
19.332009475043286 6.556243714789203 
15.821052407404048 1.2734033633695385 
20.75589306629513 2.36354998287716 
5.452343240798221 5.940029138598762 
2.035738200368861 4.998093946191071 
1.9794185242677842 0.9504730049657419 
5.344836907664043 7.8817647467326255 
18.8670428715539 7.499352978642164 
4.256055767300875 1.0698957436231773 
14.29581194255287 11.187750833229847 
1.1850586897556572 1.4802865916074275 
11.784897658886827 12.61656272557784 
1.108676740461837 6.86261387460962 
17.797340319942215 2.545037765704033 
4.269512900105812 3.99341658536362 
12.690633013826515 10.729977375084507 
2.484594772267133 8.886580008301735 
18.431212215867127 12.94605681976953 
10.933728412077272 2.104918368010109 
20.6118981280156 4.4326185990085945 
0.9309262885197674 2.211868131067063 
20.584468827023876 10.417118410184733 
20.546397889697193 6.522170002388952 
0.34200737934439085 12.536354065813306 
1.1814499928403592 8.931017055708423 
15.178639886638486 12.52879695662971 
17.245502390782278 2.3478133130793455 
12.217757519305424 10.197326013084806 
8.913517024580553 11.652307220399868 
4.052495973006383 8.763697459226224 
15.90462595378299 12.206089742071018 
19.797302185625053 9.36742877621183 
16.928910924616886 12.079729776042697 
17.70448716762538 8.647931235550178 
6.1622989619007384 3.3465570314479276 
8.68653486657485 0.17146147800881784 
1.3585064192149632 11.15601900565607 
19.81622311800467 12.84598523807748 
7.411327047041485 11.21656113899157 
11.567873351650567 3.2300466827213046 
9.801474701223531 2.663478314033261 
13.739223985272483 0.03970162204898797 
12.016301532895632 1.881789656714799 
14.147961167966178 10.430445962266546 
0.43798948443290897 3.8088639522995615 
5.741940579737171 0.9484590636432292 
5.81389945296601 9.796612857524684 
14.663174703973532 0.2309959253740409 
16.240606558643577 11.633445206519875 
19.34340852283127 7.447408916440547 
15.658755148481543 9.876116095399942 
0.01110850206328684 7.821771424039797 
17.703534139707877 10.797617491245708 
15.291057534852072 2.9747354640267036 
2.641796917247065 7.773232134722593 
16.271890095998494 1.8639134815398708 
2.194183751383734 11.796153121252381 
15.673024368769905 0.37237981828999667 
7.991187760325157 1.3359059893390093 
0.5427898447316496 11.635995612884672 
6.772205674526865 3.09356644865207 
3.3215100991547257 4.387854333941578 
10.529965188578121 2.505148193608382 
19.524988296297316 5.999126845424321 
5.275909156540574 11.149272610480365 
2.47952956222436 1.5476886499427045 
18.77226821651481 0.5336971929384439 
19.39067309871393 1.2527705953961337 
16.833812356621376 1.9862422874975967 
2.624142879659341 6.3198485642827 
7.448364617198051 3.222596643476675 
12.935815077835391 10.752750031849187 
1.4187962617588723 6.283140522206254 
10.002259499243717 0.465741240087054 
